bandits,model,algorithm,prompt_type,standard_deviation,accuracy,game,model_prompt_name
"[<__main__.GaussianBandit object at 0x00000276DCF0D610>, <__main__.GaussianBandit object at 0x00000276DCF0F010>, <__main__.GaussianBandit object at 0x00000276DCF0D450>]",gpt-3.5-turbo,ucb,singletoken,30,0.08333333333333333,game data removed to save disk size,gpt-3.5-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF0F710>, <__main__.GaussianBandit object at 0x00000276DCF0C850>, <__main__.GaussianBandit object at 0x00000276DCF0C9D0>]",gpt-3.5-turbo,ucb,singletoken,40,0.16666666666666666,game data removed to save disk size,gpt-3.5-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF0F090>, <__main__.GaussianBandit object at 0x00000276DCF0C810>, <__main__.GaussianBandit object at 0x00000276DCF0FC50>]",gpt-3.5-turbo,ucb,singletoken,45,0.3333333333333333,game data removed to save disk size,gpt-3.5-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF0C710>, <__main__.GaussianBandit object at 0x00000276DCF0DD90>, <__main__.GaussianBandit object at 0x00000276DCF0E410>]",gpt-4-turbo,random,cot,25,0.3333333333333333,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DCF0EB10>, <__main__.GaussianBandit object at 0x00000276DCF0C550>, <__main__.GaussianBandit object at 0x00000276DCF0F5D0>]",gpt-4-turbo,random,cot,30,0.8333333333333334,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DCF0C210>, <__main__.GaussianBandit object at 0x00000276DCF0D690>, <__main__.GaussianBandit object at 0x00000276DCF0D1D0>]",gpt-4-turbo,random,cot,40,0.5,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DD664D50>, <__main__.GaussianBandit object at 0x00000276DD666B10>, <__main__.GaussianBandit object at 0x00000276DD667B10>]",gpt-4-turbo,random,cot,45,0.75,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DD6659D0>, <__main__.GaussianBandit object at 0x00000276DD666250>, <__main__.GaussianBandit object at 0x00000276DD665150>]",gpt-4-turbo,greedy,cot,25,0.8333333333333334,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DD665050>, <__main__.GaussianBandit object at 0x00000276DD6641D0>, <__main__.GaussianBandit object at 0x00000276DD665E50>]",gpt-4-turbo,greedy,cot,30,0.8333333333333334,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DD664550>, <__main__.GaussianBandit object at 0x00000276DD664A50>, <__main__.GaussianBandit object at 0x00000276DD664750>]",gpt-4-turbo,greedy,cot,40,0.8333333333333334,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DEC3AB50>, <__main__.GaussianBandit object at 0x00000276DEC39610>, <__main__.GaussianBandit object at 0x00000276DEC3A210>]",gpt-4-turbo,greedy,cot,45,0.8333333333333334,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DEC39290>, <__main__.GaussianBandit object at 0x00000276DEC39C50>, <__main__.GaussianBandit object at 0x00000276DEC38A50>]",gpt-4-turbo,ucb,cot,25,0.8333333333333334,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DEC3B8D0>, <__main__.GaussianBandit object at 0x00000276DEC39D50>, <__main__.GaussianBandit object at 0x00000276DEC3A090>]",gpt-4-turbo,ucb,cot,30,0.75,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DEC38D10>, <__main__.GaussianBandit object at 0x00000276DEC39390>, <__main__.GaussianBandit object at 0x00000276DEC3BFD0>]",gpt-4-turbo,ucb,cot,40,0.75,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DEC38910>, <__main__.GaussianBandit object at 0x00000276DEC382D0>, <__main__.GaussianBandit object at 0x00000276DEC3AB90>]",gpt-4-turbo,ucb,cot,45,0.8333333333333334,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DEC38C50>, <__main__.GaussianBandit object at 0x00000276DEC3AA10>, <__main__.GaussianBandit object at 0x00000276DEC38550>]",gpt-4-turbo,random,singletoken,25,0.08333333333333333,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DEC39E90>, <__main__.GaussianBandit object at 0x00000276DEC39B50>, <__main__.GaussianBandit object at 0x00000276DEC3A6D0>]",gpt-4-turbo,random,singletoken,30,0.3333333333333333,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DEC38610>, <__main__.GaussianBandit object at 0x00000276DEC39550>, <__main__.GaussianBandit object at 0x00000276DEC38C10>]",gpt-4-turbo,random,singletoken,40,0.75,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF480D0>, <__main__.GaussianBandit object at 0x00000276DCF4A8D0>, <__main__.GaussianBandit object at 0x00000276DCF48D90>]",gpt-4-turbo,random,singletoken,45,0.5833333333333334,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF4B7D0>, <__main__.GaussianBandit object at 0x00000276DCF4B410>, <__main__.GaussianBandit object at 0x00000276DCF4B050>]",gpt-4-turbo,greedy,singletoken,25,0.8333333333333334,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF4A3D0>, <__main__.GaussianBandit object at 0x00000276DCF4BE10>, <__main__.GaussianBandit object at 0x00000276DCF4BCD0>]",gpt-4-turbo,greedy,singletoken,30,0.8333333333333334,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF4AB10>, <__main__.GaussianBandit object at 0x00000276DCF4AB50>, <__main__.GaussianBandit object at 0x00000276DCF487D0>]",gpt-4-turbo,greedy,singletoken,40,0.08333333333333333,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF4B810>, <__main__.GaussianBandit object at 0x00000276DCF48790>, <__main__.GaussianBandit object at 0x00000276DCF4A350>]",gpt-4-turbo,greedy,singletoken,45,0.8333333333333334,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF499D0>, <__main__.GaussianBandit object at 0x00000276DCF4B510>, <__main__.GaussianBandit object at 0x00000276DCF4A210>]",gpt-4-turbo,ucb,singletoken,25,0.16666666666666666,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF4B6D0>, <__main__.GaussianBandit object at 0x00000276DCF4B750>, <__main__.GaussianBandit object at 0x00000276DCF4B250>]",gpt-4-turbo,ucb,singletoken,30,0.08333333333333333,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF4BDD0>, <__main__.GaussianBandit object at 0x00000276DCF4BC10>, <__main__.GaussianBandit object at 0x00000276DCF49B10>]",gpt-4-turbo,ucb,singletoken,40,0.08333333333333333,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF4A810>, <__main__.GaussianBandit object at 0x00000276DCF48050>, <__main__.GaussianBandit object at 0x00000276DCF4A990>]",gpt-4-turbo,ucb,singletoken,45,0.08333333333333333,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF4AFD0>, <__main__.GaussianBandit object at 0x00000276DCF488D0>, <__main__.GaussianBandit object at 0x00000276DCF48510>]",gpt-4o,random,cot,25,0.4166666666666667,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCF4B490>, <__main__.GaussianBandit object at 0x00000276DCF49DD0>, <__main__.GaussianBandit object at 0x00000276DCF4B210>]",gpt-4o,random,cot,30,0.3333333333333333,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCF4AF10>, <__main__.GaussianBandit object at 0x00000276DCF49290>, <__main__.GaussianBandit object at 0x00000276DCF4BAD0>]",gpt-4o,random,cot,40,0.5833333333333334,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCF49BD0>, <__main__.GaussianBandit object at 0x00000276DCF48810>, <__main__.GaussianBandit object at 0x00000276DCF49AD0>]",gpt-4o,random,cot,45,0.3333333333333333,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCF495D0>, <__main__.GaussianBandit object at 0x00000276DCF49F90>, <__main__.GaussianBandit object at 0x00000276DCF4ACD0>]",gpt-4o,greedy,cot,25,0.75,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCB1DFD0>, <__main__.GaussianBandit object at 0x00000276DCB1ED10>, <__main__.GaussianBandit object at 0x00000276DCB1D0D0>]",gpt-4o,greedy,cot,30,0.8333333333333334,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCB1E810>, <__main__.GaussianBandit object at 0x00000276DCB1FC10>, <__main__.GaussianBandit object at 0x00000276DCB1CF90>]",gpt-4o,greedy,cot,40,0.08333333333333333,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCB1C250>, <__main__.GaussianBandit object at 0x00000276DCB1E290>, <__main__.GaussianBandit object at 0x00000276DCB1FA50>]",gpt-4o,greedy,cot,45,0.8333333333333334,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCB1E610>, <__main__.GaussianBandit object at 0x00000276DCB1F490>, <__main__.GaussianBandit object at 0x00000276DCB1FE50>]",gpt-4o,ucb,cot,25,0.8333333333333334,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCB1CD10>, <__main__.GaussianBandit object at 0x00000276DCB1CE90>, <__main__.GaussianBandit object at 0x00000276DCB1D410>]",gpt-4o,ucb,cot,30,0.75,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCF49810>, <__main__.GaussianBandit object at 0x00000276DCF4ADD0>, <__main__.GaussianBandit object at 0x00000276DCF49790>]",gpt-4o,ucb,cot,40,0.6666666666666666,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCB1E8D0>, <__main__.GaussianBandit object at 0x00000276DCB1FBD0>, <__main__.GaussianBandit object at 0x00000276DCB1C210>]",gpt-4o,ucb,cot,45,0.6666666666666666,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCB1C310>, <__main__.GaussianBandit object at 0x00000276DCB1D510>, <__main__.GaussianBandit object at 0x00000276DCB1D290>]",gpt-4o,random,singletoken,25,0.08333333333333333,game data removed to save disk size,gpt-4o_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCB1D610>, <__main__.GaussianBandit object at 0x00000276DCB1C6D0>, <__main__.GaussianBandit object at 0x00000276DCB1EFD0>]",gpt-4o,random,singletoken,30,0.25,game data removed to save disk size,gpt-4o_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCB1EBD0>, <__main__.GaussianBandit object at 0x00000276DCB1E250>, <__main__.GaussianBandit object at 0x00000276DCB1F7D0>]",gpt-4o,random,singletoken,40,0.25,game data removed to save disk size,gpt-4o_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCB1CB50>, <__main__.GaussianBandit object at 0x00000276DCB1CED0>, <__main__.GaussianBandit object at 0x00000276DCB1D190>]",gpt-4o,random,singletoken,45,0.08333333333333333,game data removed to save disk size,gpt-4o_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCB1F2D0>, <__main__.GaussianBandit object at 0x00000276DCB1D590>, <__main__.GaussianBandit object at 0x00000276DCB1C090>]",gpt-4o,greedy,singletoken,25,0.75,game data removed to save disk size,gpt-4o_singletoken
"[<__main__.GaussianBandit object at 0x00000276DC73AA10>, <__main__.GaussianBandit object at 0x00000276DC73A990>, <__main__.GaussianBandit object at 0x00000276DC739990>]",gpt-4o,greedy,singletoken,30,0.75,game data removed to save disk size,gpt-4o_singletoken
"[<__main__.GaussianBandit object at 0x00000276DC739810>, <__main__.GaussianBandit object at 0x00000276DC73BD50>, <__main__.GaussianBandit object at 0x00000276DC73BE10>]",gpt-4o,greedy,singletoken,40,0.5833333333333334,game data removed to save disk size,gpt-4o_singletoken
"[<__main__.GaussianBandit object at 0x00000276DC65C810>, <__main__.GaussianBandit object at 0x00000276DC65F690>, <__main__.GaussianBandit object at 0x00000276DC65E250>]",gpt-4o,greedy,singletoken,45,0.4166666666666667,game data removed to save disk size,gpt-4o_singletoken
"[<__main__.GaussianBandit object at 0x00000276DC65D550>, <__main__.GaussianBandit object at 0x00000276DC65F8D0>, <__main__.GaussianBandit object at 0x00000276DC65FB50>]",gpt-4o,ucb,singletoken,25,0.08333333333333333,game data removed to save disk size,gpt-4o_singletoken
"[<__main__.GaussianBandit object at 0x00000276DC65C9D0>, <__main__.GaussianBandit object at 0x00000276DC65E390>, <__main__.GaussianBandit object at 0x00000276DC65C310>]",gpt-4o,ucb,singletoken,30,0.0,game data removed to save disk size,gpt-4o_singletoken
"[<__main__.GaussianBandit object at 0x00000276DC65F950>, <__main__.GaussianBandit object at 0x00000276DC65DBD0>, <__main__.GaussianBandit object at 0x00000276DC65CBD0>]",gpt-4o,ucb,singletoken,40,0.08333333333333333,game data removed to save disk size,gpt-4o_singletoken
"[<__main__.GaussianBandit object at 0x00000276DC65F410>, <__main__.GaussianBandit object at 0x00000276DC65C110>, <__main__.GaussianBandit object at 0x00000276DC65CAD0>]",gpt-4o,ucb,singletoken,45,0.0,game data removed to save disk size,gpt-4o_singletoken
"[<__main__.GaussianBandit object at 0x00000276DC72F0D0>, <__main__.GaussianBandit object at 0x00000276DD6036D0>, <__main__.GaussianBandit object at 0x00000276E013C650>]",gpt-3.5-turbo,intuitive,cot,25,0.5,game data removed to save disk size,gpt-3.5-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DD624850>, <__main__.GaussianBandit object at 0x00000276DD625490>, <__main__.GaussianBandit object at 0x00000276DD6265D0>]",gpt-3.5-turbo,intuitive,cot,45,0.16666666666666666,game data removed to save disk size,gpt-3.5-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DC6CDAD0>, <__main__.GaussianBandit object at 0x00000276DC6CD510>, <__main__.GaussianBandit object at 0x00000276DC6CF790>]",gpt-3.5-turbo,intuitive,singletoken,25,0.4166666666666667,game data removed to save disk size,gpt-3.5-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DC6CC3D0>, <__main__.GaussianBandit object at 0x00000276DC6CF650>, <__main__.GaussianBandit object at 0x00000276DC6CFB50>]",gpt-3.5-turbo,intuitive,singletoken,45,0.16666666666666666,game data removed to save disk size,gpt-3.5-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DC6CE350>, <__main__.GaussianBandit object at 0x00000276DC6CCE90>, <__main__.GaussianBandit object at 0x00000276DC6CFC50>]",gpt-4-turbo,intuitive,cot,25,0.5833333333333334,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276DC743AD0>, <__main__.GaussianBandit object at 0x00000276DC743E10>, <__main__.GaussianBandit object at 0x00000276DC740DD0>]",gpt-4-turbo,intuitive,cot,45,0.5,game data removed to save disk size,gpt-4-turbo_cot
"[<__main__.GaussianBandit object at 0x00000276E01DB290>, <__main__.GaussianBandit object at 0x00000276E01DA290>, <__main__.GaussianBandit object at 0x00000276E01D9E50>]",gpt-4-turbo,intuitive,singletoken,25,0.8333333333333334,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276E01E8910>, <__main__.GaussianBandit object at 0x00000276E01EAF10>, <__main__.GaussianBandit object at 0x00000276E01EA7D0>]",gpt-4-turbo,intuitive,singletoken,45,0.8333333333333334,game data removed to save disk size,gpt-4-turbo_singletoken
"[<__main__.GaussianBandit object at 0x00000276DCF1F410>, <__main__.GaussianBandit object at 0x00000276DCF1C990>, <__main__.GaussianBandit object at 0x00000276DCF1FF50>]",gpt-4o,intuitive,cot,25,0.5833333333333334,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276E01EF5D0>, <__main__.GaussianBandit object at 0x00000276E01EC4D0>, <__main__.GaussianBandit object at 0x00000276E01ECB90>]",gpt-4o,intuitive,cot,45,0.5,game data removed to save disk size,gpt-4o_cot
"[<__main__.GaussianBandit object at 0x00000276DCEAAA50>, <__main__.GaussianBandit object at 0x00000276E08D4D10>, <__main__.GaussianBandit object at 0x00000276E0174FD0>]",gpt-4o,intuitive,singletoken,20,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD5C4D90>, <__main__.GaussianBandit object at 0x00000276DD5C5B90>, <__main__.GaussianBandit object at 0x00000276DD5C6490>]",gpt-4o,intuitive,singletoken,25,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DEC9E250>, <__main__.GaussianBandit object at 0x00000276DEC9FB10>, <__main__.GaussianBandit object at 0x00000276DEC9FDD0>]",gpt-4o,intuitive,singletoken,30,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC6ED5D0>, <__main__.GaussianBandit object at 0x00000276DC6EE2D0>, <__main__.GaussianBandit object at 0x00000276DC6EF490>]",gpt-4o,intuitive,singletoken,35,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC763E10>, <__main__.GaussianBandit object at 0x00000276DC760590>, <__main__.GaussianBandit object at 0x00000276DC762910>]",gpt-4o,intuitive,singletoken,40,1.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD09A690>, <__main__.GaussianBandit object at 0x00000276DD099850>, <__main__.GaussianBandit object at 0x00000276DD099E90>]",gpt-4o,intuitive,singletoken,45,0.0,game data removed to save disk size,
